stockcode,description,year,week,abc_class,total_quantity,total_revenue,transaction_count
48185,DOORMAT FAIRY CAKE,2011,28,A,11,95.29,6
48185,DOORMAT FAIRY CAKE,2011,29,A,4,56.52,3
48185,DOORMAT FAIRY CAKE,2011,30,A,18,131.1,3
48185,DOORMAT FAIRY CAKE,2011,31,A,1,7.95,1
48185,DOORMAT FAIRY CAKE,2011,32,A,39,354.03000000000003,6
48185,DOORMAT FAIRY CAKE,2011,33,A,34,283.65999999999997,7
48185,DOORMAT FAIRY CAKE,2011,34,A,10,104.22,5
48185,DOORMAT FAIRY CAKE,2011,35,A,10,91.86,4
48185,DOORMAT FAIRY CAKE,2011,36,A,14,115.56,3
48185,DOORMAT FAIRY CAKE,2011,37,A,538,2537.7000000000003,7
48185,DOORMAT FAIRY CAKE,2011,38,A,17,146.19,6
48185,DOORMAT FAIRY CAKE,2011,39,A,48,397.76,6
48185,DOORMAT FAIRY CAKE,2011,40,A,34,257.1,8
48185,DOORMAT FAIRY CAKE,2011,41,A,18,156.1,6
48185,DOORMAT FAIRY CAKE,2011,42,A,16,137.94,4
48185,DOORMAT FAIRY CAKE,2011,43,A,9,106.97,4
48185,DOORMAT FAIRY CAKE,2011,44,A,9,93.55,5
48185,DOORMAT FAIRY CAKE,2011,45,A,22,200.86,9
48185,DOORMAT FAIRY CAKE,2011,46,A,22,193.32,5
48185,DOORMAT FAIRY CAKE,2011,47,A,57,458.25,5
48185,DOORMAT FAIRY CAKE,2011,48,A,33,263.92999999999995,7
48185,DOORMAT FAIRY CAKE,2011,49,A,12,99.0,4
48187,DOORMAT NEW ENGLAND,2010,48,A,46,351.69,10
48187,DOORMAT NEW ENGLAND,2010,49,A,69,513.09,14
48187,DOORMAT NEW ENGLAND,2010,50,A,25,195.78,9
48187,DOORMAT NEW ENGLAND,2010,51,A,8,74.85,6
48187,DOORMAT NEW ENGLAND,2011,1,A,74,516.3,11
48187,DOORMAT NEW ENGLAND,2011,2,A,33,251.31,7
48187,DOORMAT NEW ENGLAND,2011,3,A,19,166.61,8
48187,DOORMAT NEW ENGLAND,2011,4,A,114,816.34,20
48187,DOORMAT NEW ENGLAND,2011,5,A,50,366.01,13
48187,DOORMAT NEW ENGLAND,2011,6,A,20,147.0,5
48187,DOORMAT NEW ENGLAND,2011,7,A,25,201.95,8
48187,DOORMAT NEW ENGLAND,2011,8,A,24,186.64000000000001,7
48187,DOORMAT NEW ENGLAND,2011,9,A,74,555.98,20
48187,DOORMAT NEW ENGLAND,2011,10,A,32,262.59000000000003,15
48187,DOORMAT NEW ENGLAND,2011,11,A,68,468.6,10
48187,DOORMAT NEW ENGLAND,2011,12,A,52,381.91,16
48187,DOORMAT NEW ENGLAND,2011,13,A,37,309.21,13
48187,DOORMAT NEW ENGLAND,2011,14,A,19,160.07,11
48187,DOORMAT NEW ENGLAND,2011,15,A,61,453.46,18
48187,DOORMAT NEW ENGLAND,2011,16,A,54,402.32,13
48187,DOORMAT NEW ENGLAND,2011,17,A,19,148.07,5
48187,DOORMAT NEW ENGLAND,2011,18,A,59,446.58,15
48187,DOORMAT NEW ENGLAND,2011,19,A,68,513.97,17
48187,DOORMAT NEW ENGLAND,2011,20,A,141,767.79,14
48187,DOORMAT NEW ENGLAND,2011,21,A,23,187.36,13
48187,DOORMAT NEW ENGLAND,2011,22,A,13,107.86,7
48187,DOORMAT NEW ENGLAND,2011,23,A,537,2593.52,16
48187,DOORMAT NEW ENGLAND,2011,24,A,15,128.27,10
48187,DOORMAT NEW ENGLAND,2011,25,A,29,223.41,6
48187,DOORMAT NEW ENGLAND,2011,26,A,11,91.96000000000001,6
48187,DOORMAT NEW ENGLAND,2011,27,A,546,2619.7,12
48187,DOORMAT NEW ENGLAND,2011,28,A,34,261.98,10
48187,DOORMAT NEW ENGLAND,2011,29,A,45,321.75,12
48187,DOORMAT NEW ENGLAND,2011,30,A,33,250.35,9
48187,DOORMAT NEW ENGLAND,2011,31,A,37,270.15,8
48187,DOORMAT NEW ENGLAND,2011,32,A,25,206.59,10
48187,DOORMAT NEW ENGLAND,2011,33,A,71,554.45,12
48187,DOORMAT NEW ENGLAND,2011,34,A,21,154.95,6
48187,DOORMAT NEW ENGLAND,2011,35,A,43,322.43,10
48187,DOORMAT NEW ENGLAND,2011,36,A,33,248.85,11
48187,DOORMAT NEW ENGLAND,2011,37,A,551,2632.59,14
48187,DOORMAT NEW ENGLAND,2011,38,A,16,147.07999999999998,10
48187,DOORMAT NEW ENGLAND,2011,39,A,150,1115.0,14
48187,DOORMAT NEW ENGLAND,2011,40,A,39,332.66999999999996,17
48187,DOORMAT NEW ENGLAND,2011,41,A,23,178.05,8
48187,DOORMAT NEW ENGLAND,2011,42,A,30,250.88,12
48187,DOORMAT NEW ENGLAND,2011,43,A,16,124.50999999999999,5
48187,DOORMAT NEW ENGLAND,2011,44,A,34,264.64,11
48187,DOORMAT NEW ENGLAND,2011,45,A,24,198.0,13
48187,DOORMAT NEW ENGLAND,2011,46,A,21,177.46,13
48187,DOORMAT NEW ENGLAND,2011,47,A,97,769.06,18
48187,DOORMAT NEW ENGLAND,2011,48,A,81,586.35,9
48187,DOORMAT NEW ENGLAND,2011,49,A,41,314.85,13
48188,DOORMAT WELCOME PUPPIES,2010,48,A,2,28.86,2
48188,DOORMAT WELCOME PUPPIES,2010,49,A,17,129.63,6
48188,DOORMAT WELCOME PUPPIES,2010,50,A,6,54.18,5
48188,DOORMAT WELCOME PUPPIES,2010,51,A,5,39.75,3
48188,DOORMAT WELCOME PUPPIES,2011,1,A,10,104.04,6
48188,DOORMAT WELCOME PUPPIES,2011,2,A,12,121.02,9
48188,DOORMAT WELCOME PUPPIES,2011,3,A,18,131.1,6
48188,DOORMAT WELCOME PUPPIES,2011,4,A,31,222.45,6
48188,DOORMAT WELCOME PUPPIES,2011,5,A,28,198.60000000000002,6
48188,DOORMAT WELCOME PUPPIES,2011,6,A,4,44.160000000000004,3
48188,DOORMAT WELCOME PUPPIES,2011,7,A,37,276.33000000000004,10
48188,DOORMAT WELCOME PUPPIES,2011,8,A,31,222.45,6
48188,DOORMAT WELCOME PUPPIES,2011,9,A,11,103.13,8
48188,DOORMAT WELCOME PUPPIES,2011,10,A,14,134.82,9
48188,DOORMAT WELCOME PUPPIES,2011,11,A,6,47.7,4
48188,DOORMAT WELCOME PUPPIES,2011,12,A,6,47.7,5
48188,DOORMAT WELCOME PUPPIES,2011,13,A,16,150.72,10
48188,DOORMAT WELCOME PUPPIES,2011,14,A,8,63.6,5
48188,DOORMAT WELCOME PUPPIES,2011,15,A,20,147.0,6
48188,DOORMAT WELCOME PUPPIES,2011,16,A,7,71.33,5
48188,DOORMAT WELCOME PUPPIES,2011,17,A,5,39.75,4
48188,DOORMAT WELCOME PUPPIES,2011,18,A,28,210.6,8
48188,DOORMAT WELCOME PUPPIES,2011,19,A,20,162.68,7
48188,DOORMAT WELCOME PUPPIES,2011,20,A,144,779.64,11
48188,DOORMAT WELCOME PUPPIES,2011,21,A,14,119.98,7
48188,DOORMAT WELCOME PUPPIES,2011,22,A,14,99.3,3
48188,DOORMAT WELCOME PUPPIES,2011,23,A,517,2413.15,7
48188,DOORMAT WELCOME PUPPIES,2011,24,A,9,79.39,6
48188,DOORMAT WELCOME PUPPIES,2011,25,A,24,178.8,8
48188,DOORMAT WELCOME PUPPIES,2011,26,A,2,15.9,1
48188,DOORMAT WELCOME PUPPIES,2011,27,A,517,2420.99,7
48188,DOORMAT WELCOME PUPPIES,2011,28,A,6,55.54,4
48188,DOORMAT WELCOME PUPPIES,2011,29,A,41,292.99,6
48188,DOORMAT WELCOME PUPPIES,2011,30,A,19,139.05,5
48188,DOORMAT WELCOME PUPPIES,2011,31,A,10,79.5,4
48188,DOORMAT WELCOME PUPPIES,2011,32,A,20,155.68,7
48188,DOORMAT WELCOME PUPPIES,2011,33,A,26,207.70000000000002,4
48188,DOORMAT WELCOME PUPPIES,2011,34,A,13,103.35,6
48188,DOORMAT WELCOME PUPPIES,2011,35,A,7,64.09,3
48188,DOORMAT WELCOME PUPPIES,2011,36,A,8,66.0,3
48188,DOORMAT WELCOME PUPPIES,2011,37,A,173,803.35,4
48188,DOORMAT WELCOME PUPPIES,2011,39,A,9,73.05,4
48188,DOORMAT WELCOME PUPPIES,2011,40,A,27,199.35,7
48188,DOORMAT WELCOME PUPPIES,2011,41,A,10,82.5,5
48188,DOORMAT WELCOME PUPPIES,2011,42,A,14,118.88,3
48188,DOORMAT WELCOME PUPPIES,2011,43,A,45,347.85,12
48188,DOORMAT WELCOME PUPPIES,2011,44,A,27,221.96999999999997,7
48188,DOORMAT WELCOME PUPPIES,2011,45,A,12,106.53999999999999,6
48188,DOORMAT WELCOME PUPPIES,2011,46,A,10,97.58,4
48188,DOORMAT WELCOME PUPPIES,2011,47,A,3,24.75,2
48188,DOORMAT WELCOME PUPPIES,2011,48,A,1,8.25,1
48188,DOORMAT WELCOME PUPPIES,2011,49,A,1,8.25,1
48189,DOORMAT FRIENDSHIP,2010,49,C,2,33.96,2
48189,DOORMAT FRIENDSHIP,2010,50,C,1,16.98,1
48189,DOORMAT FRIENDSHIP,2010,51,C,3,50.94,1
48189,DOORMAT FRIENDSHIP,2011,2,C,3,49.89,2
48189,DOORMAT FRIENDSHIP,2011,5,C,5,83.14999999999999,2
48189,DOORMAT FRIENDSHIP,2011,8,C,1,16.63,1
48189,DOORMAT FRIENDSHIP,2011,10,C,1,16.63,1
48189,DOORMAT FRIENDSHIP,2011,11,C,2,33.26,1
48189,DOORMAT FRIENDSHIP,2011,13,C,4,66.52,2
48189,DOORMAT FRIENDSHIP,2011,14,C,1,16.63,1
48189,DOORMAT FRIENDSHIP,2011,15,C,2,33.26,1
48189,DOORMAT FRIENDSHIP,2011,16,C,1,16.63,1
48189,DOORMAT FRIENDSHIP,2011,17,C,1,16.63,1
48194,DOORMAT HEARTS,2010,48,A,80,558.48,8
48194,DOORMAT HEARTS,2010,49,A,36,319.56,14
48194,DOORMAT HEARTS,2010,50,A,25,199.71,10
48194,DOORMAT HEARTS,2010,51,A,7,68.61,4
48194,DOORMAT HEARTS,2011,1,A,30,214.5,9
48194,DOORMAT HEARTS,2011,2,A,13,109.83,7
48194,DOORMAT HEARTS,2011,3,A,11,105.99000000000001,8
48194,DOORMAT HEARTS,2011,4,A,85,646.29,27
48194,DOORMAT HEARTS,2011,5,A,43,354.57,17
48194,DOORMAT HEARTS,2011,6,A,34,283.02000000000004,11
48194,DOORMAT HEARTS,2011,7,A,11,93.63,7
48194,DOORMAT HEARTS,2011,8,A,49,421.63,17
48194,DOORMAT HEARTS,2011,9,A,29,240.41,11
48194,DOORMAT HEARTS,2011,10,A,89,732.13,19
48194,DOORMAT HEARTS,2011,11,A,38,330.5,17
48194,DOORMAT HEARTS,2011,12,A,20,208.9,14
48194,DOORMAT HEARTS,2011,13,A,44,382.36,20
48194,DOORMAT HEARTS,2011,14,A,29,257.75,12
48194,DOORMAT HEARTS,2011,15,A,38,284.28000000000003,10
48194,DOORMAT HEARTS,2011,16,A,22,186.42,9
48194,DOORMAT HEARTS,2011,17,A,17,141.69,5
48194,DOORMAT HEARTS,2011,18,A,22,174.9,10
48194,DOORMAT HEARTS,2011,19,A,53,416.25,16
48194,DOORMAT HEARTS,2011,20,A,141,821.03,20
48194,DOORMAT HEARTS,2011,21,A,24,204.82,12
48194,DOORMAT HEARTS,2011,22,A,30,234.34,10
48194,DOORMAT HEARTS,2011,23,A,514,2407.48,10
48194,DOORMAT HEARTS,2011,24,A,35,268.27,12
48194,DOORMAT HEARTS,2011,25,A,21,154.95000000000002,6
48194,DOORMAT HEARTS,2011,26,A,14,111.3,7
48194,DOORMAT HEARTS,2011,27,A,505,2345.43,6
48194,DOORMAT HEARTS,2011,28,A,38,309.46,10
48194,DOORMAT HEARTS,2011,29,A,26,189.9,7
48194,DOORMAT HEARTS,2011,30,A,48,357.6,12
48194,DOORMAT HEARTS,2011,31,A,14,119.14,7
48194,DOORMAT HEARTS,2011,32,A,49,389.43,14
48194,DOORMAT HEARTS,2011,33,A,58,444.28000000000003,14
48194,DOORMAT HEARTS,2011,34,A,30,238.5,12
48194,DOORMAT HEARTS,2011,35,A,19,179.99,8
48194,DOORMAT HEARTS,2011,36,A,25,212.19,9
48194,DOORMAT HEARTS,2011,37,A,550,2632.54,10
48194,DOORMAT HEARTS,2011,38,A,7,78.71000000000001,5
48194,DOORMAT HEARTS,2011,39,A,87,687.73,12
48194,DOORMAT HEARTS,2011,40,A,11,105.83,7
48194,DOORMAT HEARTS,2011,41,A,60,491.48,14
48194,DOORMAT HEARTS,2011,42,A,16,147.07999999999998,8
48194,DOORMAT HEARTS,2011,43,A,35,272.89,9
48194,DOORMAT HEARTS,2011,44,A,27,211.05,10
48194,DOORMAT HEARTS,2011,45,A,25,250.73000000000002,11
48194,DOORMAT HEARTS,2011,46,A,33,254.73,10
48194,DOORMAT HEARTS,2011,47,A,112,889.1800000000001,18
48194,DOORMAT HEARTS,2011,48,A,16,173.92,8
48194,DOORMAT HEARTS,2011,49,A,24,223.18,12
51008,AFGHAN SLIPPER SOCK PAIR,2010,48,B,10,34.5,1
51008,AFGHAN SLIPPER SOCK PAIR,2010,49,B,291,903.95,4
51008,AFGHAN SLIPPER SOCK PAIR,2010,50,B,10,34.5,1
51008,AFGHAN SLIPPER SOCK PAIR,2010,51,B,122,420.90000000000003,3
51008,AFGHAN SLIPPER SOCK PAIR,2011,1,B,10,34.5,1
51008,AFGHAN SLIPPER SOCK PAIR,2011,2,B,10,34.5,1
51008,AFGHAN SLIPPER SOCK PAIR,2011,3,B,20,69.0,1
51008,AFGHAN SLIPPER SOCK PAIR,2011,6,B,10,34.5,1
51008,AFGHAN SLIPPER SOCK PAIR,2011,18,B,2,6.9,1
51008,AFGHAN SLIPPER SOCK PAIR,2011,34,B,2,6.9,1
51008,AFGHAN SLIPPER SOCK PAIR,2011,35,B,1,3.45,1
51008,AFGHAN SLIPPER SOCK PAIR,2011,40,B,17,58.65,1
51008,AFGHAN SLIPPER SOCK PAIR,2011,43,B,8,27.6,2
51008,AFGHAN SLIPPER SOCK PAIR,2011,45,B,3,10.350000000000001,2
51008,AFGHAN SLIPPER SOCK PAIR,2011,47,B,3,10.35,1
51014A,"FEATHER PEN,HOT PINK",2010,48,B,25,22.06,3
51014A,"FEATHER PEN,HOT PINK",2010,49,B,5,8.3,3
51014A,"FEATHER PEN,HOT PINK",2010,50,B,14,13.52,2
51014A,"FEATHER PEN,HOT PINK",2010,51,B,12,10.2,1
51014A,"FEATHER PEN,HOT PINK",2011,1,B,108,91.8,4
51014A,"FEATHER PEN,HOT PINK",2011,2,B,26,23.72,3
51014A,"FEATHER PEN,HOT PINK",2011,3,B,24,20.4,2
51014A,"FEATHER PEN,HOT PINK",2011,4,B,12,10.2,1
51014A,"FEATHER PEN,HOT PINK",2011,5,B,26,23.659999999999997,3
51014A,"FEATHER PEN,HOT PINK",2011,6,B,24,20.4,1
51014A,"FEATHER PEN,HOT PINK",2011,7,B,13,11.829999999999998,2
51014A,"FEATHER PEN,HOT PINK",2011,8,B,12,10.2,1
51014A,"FEATHER PEN,HOT PINK",2011,10,B,24,20.4,2
51014A,"FEATHER PEN,HOT PINK",2011,12,B,1,1.63,1
51014A,"FEATHER PEN,HOT PINK",2011,14,B,104,94.63999999999999,2
51014A,"FEATHER PEN,HOT PINK",2011,15,B,12,10.2,1
51014A,"FEATHER PEN,HOT PINK",2011,18,B,48,40.8,2
51014A,"FEATHER PEN,HOT PINK",2011,19,B,36,30.599999999999998,2
51014A,"FEATHER PEN,HOT PINK",2011,20,B,12,10.2,1
51014A,"FEATHER PEN,HOT PINK",2011,21,B,24,20.4,2
51014A,"FEATHER PEN,HOT PINK",2011,23,B,37,14.87,3
51014A,"FEATHER PEN,HOT PINK",2011,24,B,37,14.87,3
51014A,"FEATHER PEN,HOT PINK",2011,25,B,14,11.62,2
51014A,"FEATHER PEN,HOT PINK",2011,26,B,76,41.96,5
51014A,"FEATHER PEN,HOT PINK",2011,27,B,109,58.79,10
51014A,"FEATHER PEN,HOT PINK",2011,28,B,60,28.68,6
51014A,"FEATHER PEN,HOT PINK",2011,29,B,95,41.89,6
51014A,"FEATHER PEN,HOT PINK",2011,30,B,33,22.11,7
51014A,"FEATHER PEN,HOT PINK",2011,31,B,317,125.83,7
51014A,"FEATHER PEN,HOT PINK",2011,32,B,25,10.19,2
51014A,"FEATHER PEN,HOT PINK",2011,33,B,48,18.72,3
51014A,"FEATHER PEN,HOT PINK",2011,34,B,36,14.04,2
51014A,"FEATHER PEN,HOT PINK",2011,35,B,49,30.11,8
51014A,"FEATHER PEN,HOT PINK",2011,36,B,51,21.21,5
51014A,"FEATHER PEN,HOT PINK",2011,37,B,149,65.59,4
51014A,"FEATHER PEN,HOT PINK",2011,38,B,181,87.75,10
51014A,"FEATHER PEN,HOT PINK",2011,39,B,79,39.169999999999995,7
51014A,"FEATHER PEN,HOT PINK",2011,40,B,168,76.08,11
51014A,"FEATHER PEN,HOT PINK",2011,41,B,235,94.72999999999999,7
51014A,"FEATHER PEN,HOT PINK",2011,42,B,150,66.42,11
51014A,"FEATHER PEN,HOT PINK",2011,43,B,142,70.58,8
51014A,"FEATHER PEN,HOT PINK",2011,44,B,304,142.94,13
51014A,"FEATHER PEN,HOT PINK",2011,45,B,89,42.19,10
51014A,"FEATHER PEN,HOT PINK",2011,46,B,300,132.4,20
51014A,"FEATHER PEN,HOT PINK",2011,47,B,302,123.94,12
51014A,"FEATHER PEN,HOT PINK",2011,48,B,96,53.28,7
51014A,"FEATHER PEN,HOT PINK",2011,49,B,146,73.66,11
51014C,"FEATHER PEN,COAL BLACK",2010,48,B,97,83.25999999999999,5
51014C,"FEATHER PEN,COAL BLACK",2010,49,B,2,3.32,2
51014C,"FEATHER PEN,COAL BLACK",2010,51,B,15,15.18,3
51014C,"FEATHER PEN,COAL BLACK",2011,1,B,37,32.26,4
51014C,"FEATHER PEN,COAL BLACK",2011,2,B,1,1.66,1
51014C,"FEATHER PEN,COAL BLACK",2011,3,B,2,3.26,1
51014C,"FEATHER PEN,COAL BLACK",2011,4,B,3,4.89,2
51014C,"FEATHER PEN,COAL BLACK",2011,5,B,1,1.63,1
51014C,"FEATHER PEN,COAL BLACK",2011,6,B,1,1.63,1
51014C,"FEATHER PEN,COAL BLACK",2011,7,B,39,35.489999999999995,3
51014C,"FEATHER PEN,COAL BLACK",2011,8,B,24,20.4,1
51014C,"FEATHER PEN,COAL BLACK",2011,10,B,13,11.049999999999999,2
51014C,"FEATHER PEN,COAL BLACK",2011,11,B,12,10.2,1
51014C,"FEATHER PEN,COAL BLACK",2011,12,B,13,11.829999999999998,2
51014C,"FEATHER PEN,COAL BLACK",2011,13,B,24,20.4,1
51014C,"FEATHER PEN,COAL BLACK",2011,14,B,72,61.2,1
51014C,"FEATHER PEN,COAL BLACK",2011,15,B,12,10.2,1
51014C,"FEATHER PEN,COAL BLACK",2011,17,B,24,20.4,1
51014C,"FEATHER PEN,COAL BLACK",2011,19,B,25,21.25,2
51014C,"FEATHER PEN,COAL BLACK",2011,20,B,47,48.53,4
51014C,"FEATHER PEN,COAL BLACK",2011,22,B,4,6.52,1
51014C,"FEATHER PEN,COAL BLACK",2011,23,B,37,20.39,3
51014C,"FEATHER PEN,COAL BLACK",2011,24,B,60,23.4,3
51014C,"FEATHER PEN,COAL BLACK",2011,25,B,37,20.15,3
51014C,"FEATHER PEN,COAL BLACK",2011,26,B,49,19.549999999999997,4
51014C,"FEATHER PEN,COAL BLACK",2011,27,B,68,35.32,7
51014C,"FEATHER PEN,COAL BLACK",2011,28,B,11,9.129999999999999,3
51014C,"FEATHER PEN,COAL BLACK",2011,29,B,65,27.549999999999997,4
51014C,"FEATHER PEN,COAL BLACK",2011,30,B,49,19.549999999999997,4
51014C,"FEATHER PEN,COAL BLACK",2011,31,B,39,21.81,3
51014C,"FEATHER PEN,COAL BLACK",2011,32,B,34,17.66,2
51014C,"FEATHER PEN,COAL BLACK",2011,33,B,144,56.16,3
51014C,"FEATHER PEN,COAL BLACK",2011,34,B,12,4.68,1
51014C,"FEATHER PEN,COAL BLACK",2011,35,B,43,25.130000000000003,6
51014C,"FEATHER PEN,COAL BLACK",2011,36,B,54,23.7,6
51014C,"FEATHER PEN,COAL BLACK",2011,37,B,125,50.949999999999996,3
51014C,"FEATHER PEN,COAL BLACK",2011,38,B,48,24.0,5
51014C,"FEATHER PEN,COAL BLACK",2011,39,B,61,34.79,5
51014C,"FEATHER PEN,COAL BLACK",2011,40,B,26,11.02,4
51014C,"FEATHER PEN,COAL BLACK",2011,41,B,135,53.53,6
51014C,"FEATHER PEN,COAL BLACK",2011,42,B,124,55.4,8
51014C,"FEATHER PEN,COAL BLACK",2011,43,B,49,25.07,4
51014C,"FEATHER PEN,COAL BLACK",2011,44,B,145,62.269999999999996,9
51014C,"FEATHER PEN,COAL BLACK",2011,45,B,279,115.41,7
51014C,"FEATHER PEN,COAL BLACK",2011,46,B,289,118.42999999999999,13
51014C,"FEATHER PEN,COAL BLACK",2011,47,B,172,68.83999999999999,7
51014C,"FEATHER PEN,COAL BLACK",2011,48,B,49,24.83,6
51014C,"FEATHER PEN,COAL BLACK",2011,49,B,40,22.64,6
51014L,"FEATHER PEN,LIGHT PINK",2010,48,B,24,20.4,1
51014L,"FEATHER PEN,LIGHT PINK",2010,50,B,13,11.049999999999999,2
51014L,"FEATHER PEN,LIGHT PINK",2011,1,B,84,71.4,2
51014L,"FEATHER PEN,LIGHT PINK",2011,2,B,25,22.06,3
51014L,"FEATHER PEN,LIGHT PINK",2011,3,B,48,40.8,3
51014L,"FEATHER PEN,LIGHT PINK",2011,7,B,13,11.829999999999998,2
51014L,"FEATHER PEN,LIGHT PINK",2011,10,B,24,20.4,1
51014L,"FEATHER PEN,LIGHT PINK",2011,11,B,2,1.7,1
51014L,"FEATHER PEN,LIGHT PINK",2011,12,B,14,11.899999999999999,2
51014L,"FEATHER PEN,LIGHT PINK",2011,14,B,66,65.46,4
51014L,"FEATHER PEN,LIGHT PINK",2011,15,B,24,20.4,2
51014L,"FEATHER PEN,LIGHT PINK",2011,18,B,16,16.72,2
51014L,"FEATHER PEN,LIGHT PINK",2011,19,B,12,10.2,1
51014L,"FEATHER PEN,LIGHT PINK",2011,20,B,25,22.029999999999998,3
51014L,"FEATHER PEN,LIGHT PINK",2011,21,B,12,10.2,1
51014L,"FEATHER PEN,LIGHT PINK",2011,23,B,24,9.36,2
51014L,"FEATHER PEN,LIGHT PINK",2011,24,B,37,14.87,3
51014L,"FEATHER PEN,LIGHT PINK",2011,25,B,16,8.0,4
51014L,"FEATHER PEN,LIGHT PINK",2011,26,B,76,31.4,7
51014L,"FEATHER PEN,LIGHT PINK",2011,27,B,26,11.02,3
51014L,"FEATHER PEN,LIGHT PINK",2011,28,B,64,26.72,6
51014L,"FEATHER PEN,LIGHT PINK",2011,29,B,74,29.74,3
51014L,"FEATHER PEN,LIGHT PINK",2011,30,B,25,10.19,3
51014L,"FEATHER PEN,LIGHT PINK",2011,31,B,84,32.76,4
51014L,"FEATHER PEN,LIGHT PINK",2011,32,B,2,1.66,2
51014L,"FEATHER PEN,LIGHT PINK",2011,33,B,156,60.839999999999996,4
51014L,"FEATHER PEN,LIGHT PINK",2011,34,B,36,14.04,2
51014L,"FEATHER PEN,LIGHT PINK",2011,35,B,31,15.17,4
51014L,"FEATHER PEN,LIGHT PINK",2011,36,B,40,16.919999999999998,3
51014L,"FEATHER PEN,LIGHT PINK",2011,37,B,24,9.36,1
51014L,"FEATHER PEN,LIGHT PINK",2011,38,B,72,33.36,5
51014L,"FEATHER PEN,LIGHT PINK",2011,39,B,76,36.68,6
51014L,"FEATHER PEN,LIGHT PINK",2011,40,B,86,39.699999999999996,6
51014L,"FEATHER PEN,LIGHT PINK",2011,41,B,115,47.93,4
51014L,"FEATHER PEN,LIGHT PINK",2011,42,B,58,27.02,5
51014L,"FEATHER PEN,LIGHT PINK",2011,43,B,46,27.86,4
51014L,"FEATHER PEN,LIGHT PINK",2011,44,B,83,34.93,7
51014L,"FEATHER PEN,LIGHT PINK",2011,45,B,57,26.189999999999998,5
51014L,"FEATHER PEN,LIGHT PINK",2011,46,B,56,25.36,6
51014L,"FEATHER PEN,LIGHT PINK",2011,47,B,197,79.03,10
51014L,"FEATHER PEN,LIGHT PINK",2011,48,B,98,44.379999999999995,7
51014L,"FEATHER PEN,LIGHT PINK",2011,49,B,10,8.299999999999999,3
51020A,SUMMER FUN DESIGN SHOWER CAP,2010,48,C,1,1.25,1
51020A,SUMMER FUN DESIGN SHOWER CAP,2010,51,C,6,7.5,1
51020A,SUMMER FUN DESIGN SHOWER CAP,2011,1,C,2,2.5,1
51020A,SUMMER FUN DESIGN SHOWER CAP,2011,6,C,12,15.0,1
51020A,SUMMER FUN DESIGN SHOWER CAP,2011,8,C,2,2.5,1
51020A,SUMMER FUN DESIGN SHOWER CAP,2011,11,C,13,3.77,2
51020A,SUMMER FUN DESIGN SHOWER CAP,2011,12,C,12,3.48,1
51020A,SUMMER FUN DESIGN SHOWER CAP,2011,13,C,58,16.82,2
51020A,SUMMER FUN DESIGN SHOWER CAP,2011,14,C,1,0.29,1
51020A,SUMMER FUN DESIGN SHOWER CAP,2011,15,C,13,3.77,2
51020A,SUMMER FUN DESIGN SHOWER CAP,2011,16,C,109,31.61,4
51020A,SUMMER FUN DESIGN SHOWER CAP,2011,17,C,96,27.84,1
51020B,STRIPY DESIGN SHOWER CAP,2010,48,C,2,2.5,1
51020B,STRIPY DESIGN SHOWER CAP,2010,49,C,7,8.75,2
51020B,STRIPY DESIGN SHOWER CAP,2010,50,C,1,1.25,1
51020B,STRIPY DESIGN SHOWER CAP,2011,1,C,2,2.5,1
51020B,STRIPY DESIGN SHOWER CAP,2011,2,C,2,2.5,1
51020B,STRIPY DESIGN SHOWER CAP,2011,11,C,2,0.58,1
51020B,STRIPY DESIGN SHOWER CAP,2011,13,C,64,18.56,3
51020B,STRIPY DESIGN SHOWER CAP,2011,15,C,12,3.48,1
51020B,STRIPY DESIGN SHOWER CAP,2011,16,C,97,28.13,3
51020B,STRIPY DESIGN SHOWER CAP,2011,17,C,8,2.32,1
62018,SOMBRERO,2010,48,A,2,3.9,2
62018,SOMBRERO,2010,49,A,3,5.85,2
62018,SOMBRERO,2010,51,A,400,500.0,1
62018,SOMBRERO,2011,1,A,6,11.7,1
62018,SOMBRERO,2011,4,A,6,11.7,1
62018,SOMBRERO,2011,5,A,26,50.7,1
62018,SOMBRERO,2011,8,A,6,11.7,1
62018,SOMBRERO,2011,10,A,407,513.65,3
62018,SOMBRERO,2011,11,A,7,13.649999999999999,2
62018,SOMBRERO,2011,13,A,6,11.7,1
62018,SOMBRERO,2011,15,A,1,1.95,1
62018,SOMBRERO,2011,16,A,4,7.8,1
62018,SOMBRERO,2011,17,A,37,55.35,2
62018,SOMBRERO,2011,18,A,11,21.45,3
62018,SOMBRERO,2011,19,A,604,757.8,2
62018,SOMBRERO,2011,21,A,10,19.5,1
62018,SOMBRERO,2011,22,A,49,61.95,2
62018,SOMBRERO,2011,23,A,33,64.35,3
62018,SOMBRERO,2011,24,A,17,33.15,4
62018,SOMBRERO,2011,25,A,400,500.0,1
62018,SOMBRERO,2011,26,A,461,576.95,3
62018,SOMBRERO,2011,27,A,2,3.9,1
62018,SOMBRERO,2011,29,A,13,25.349999999999998,3
62018,SOMBRERO,2011,31,A,1000,1250.0,1
62018,SOMBRERO,2011,32,A,5,9.75,1
62018,SOMBRERO,2011,33,A,200,250.0,1
62018,SOMBRERO,2011,34,A,48,93.60000000000001,2
62018,SOMBRERO,2011,38,A,6,11.7,1
